FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name
754,fd2b12db-b44c-4a46-be8e-28f11aa1e2bb,7676,1517529600000,adanna.alex,Bila Gusi,"11801",Kwaya Kusar,"118",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Bomala Ang Sarki, ,0,0,IOM DTM RD16 May 2017,Bomala Ang Sarki
755,c0a18d97-7fce-4a3b-b602-4f27345b9a90,7677,1517529600000,adanna.alex,Kwami,GMSKWM08,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gerkwami, ,0,0,IOM DTM RD16 May 2017,Gerkwami
756,ad759a41-a7e5-47cb-97bb-0ed38a5679c5,7678,1517529600000,adanna.alex,Birin Bolawa,GMSNFD03,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Dange, ,0,0,IOM DTM RD16 May 2017,Dange
757,bdce8a12-6b81-4568-b6f6-bec049a046a9,7679,1517529600000,adanna.alex,Birin Fulani West,GMSNFD05,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fada, ,0,0,IOM DTM RD16 May 2017,Fada
758,abaca91c-60ca-48b2-ae66-2b4c25c4aea1,7703,1517529600000,adanna.alex,Ake 2,OGSABS02,Abeokuta South,"28002",Ogun,OG, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Gideon Home Asero Estate, ,0,0,GRID,Gideon Home Asero Estate
759,dc9c0175-5baf-4313-b572-929d4a5f83aa,7704,1517529600000,adanna.alex,Sango,OGSADO16,Ado Odo/Ota,"28003",Ogun,OG, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Ogba Bola, ,0,0,GRID,Ogba Bola
760,c919fef8-ddd0-4c5c-a687-c2db81c5ad20,7680,1517529600000,adanna.alex,Birin Fulani West,GMSNFD05,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gadi, ,0,0,IOM DTM RD16 May 2017,Gadi
761,3ba92ae1-1f6f-4f1b-a880-b105107159ba,7681,1517529600000,adanna.alex,Gadam,GMSKWM05,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wahi, ,0,0,IOM DTM RD16 May 2017,Wahi
762,92f2ed43-ad6f-4b57-b105-8f79b694ac47,7705,1517529600000,adanna.alex,Kanje-Abuni,NASAWE05,Awe,"26002",Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Camp,Abuni Primary School Camp, ,0,0,GRID,Abuni Primary School Camp
763,76aa3b5e-9a39-4d6f-a534-3735331048ab,7682,1517529600000,adanna.alex,Gudukku,GMSNFD06,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Magaji, ,0,0,IOM DTM RD16 May 2017,Magaji
764,a3171984-e3fd-4f77-b78f-c4d4f6a31a0b,7683,1517529600000,adanna.alex,Gudukku,GMSNFD06,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kiyay, ,0,0,IOM DTM RD16 May 2017,Kiyay
765,e3d7688e-af5f-462d-83ac-4130ca1c3b4c,7707,1517529600000,adanna.alex,Mbiabo-Obomitiat,CRSDUK09,Odukpani,"9015",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Presbyterian Primary School Refugees Camp Ibom Itiat, ,0,0,GRID,Presbyterian Primary School Refugees Camp Ibom Itiat
766,39479591-e26b-4d25-baff-698d24179e14,7684,1517529600000,adanna.alex,Nafada Central,GMSNFD08,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wuro Jada, ,0,0,IOM DTM RD16 May 2017,Wuro Jada
767,bb0bb484-073e-4f12-92e1-1f9f2994aa16,7685,1517529600000,adanna.alex,Nafada East,GMSNFD09,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ubandoma, ,0,0,IOM DTM RD16 May 2017,Ubandoma
768,5778dda3-75cb-4526-93a2-bf6ebfe295a8,7686,1517529600000,adanna.alex,Boh,GMSSHM02,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kikwaka, ,0,0,IOM DTM RD16 May 2017,Kikwaka
769,9fb3b3c3-6ceb-4f43-9d60-7e770126003c,7687,1517529600000,adanna.alex,Filiya,GMSSHM04,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bakin Kasuwa, ,0,0,IOM DTM RD16 May 2017,Bakin Kasuwa
770,71abe7d3-db99-4736-bd94-15d2adb529fe,7688,1517529600000,adanna.alex,Gundale,GMSSHM05,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Fada Hakimi, ,0,0,IOM DTM RD16 May 2017,Fada Hakimi
771,4101b0ae-1b16-4fb0-8a50-dd79e616e5a3,7689,1517529600000,adanna.alex,Gwandum,GMSSHM06,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Majidadi, ,0,0,IOM DTM RD16 May 2017,Majidadi
772,b0d7e606-4df0-4c56-b8e6-bed47dfd24eb,7690,1517529600000,adanna.alex,Kushi,GMSSHM08,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Kauri, ,0,0,IOM DTM RD16 May 2017,Unguwan Kauri
773,d407bd4b-a9df-464d-86f7-c7a1f871287d,7691,1517529600000,adanna.alex,Boh,GMSSHM02,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Magol, ,0,0,IOM DTM RD16 May 2017,Magol
774,8560e5ad-6b1f-4d89-bb72-7e3079bbf356,7692,1517529600000,adanna.alex,Lubo / Difa / Kinafa,GMSYDB09,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Difa, ,0,0,IOM DTM RD16 May 2017,Difa
775,3fe1216c-37a4-4c45-9a2c-2c59f761e821,7697,1517529600000,adanna.alex,Tanchol,PLSBUU15,Jos South,"32006",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,City ministries Gidan Bege Gero Care Center, ,0,0,GRID,City ministries Gidan Bege Gero Care Center
776,8e59be03-b41e-431f-9844-87909a6592c8,7698,1517529600000,adanna.alex,Turu B,PLSBUU17,Jos South,"32006",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Internal Displace People, ,0,0,GRID,Internal Displace People
777,3164e4af-8e3e-47e5-8022-de936e155bc7,7699,1517529600000,adanna.alex,Aningo,PLSQAP01,Qua'An Pan,"32014",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,IDP Camp, ,0,0,GRID,IDP Camp
778,36f269a7-8741-4730-818f-96d2d8e60379,7700,1517529600000,adanna.alex,Ikpai,CRSKAM07,Akamkpa,"9002",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Health Centre Ojok, ,0,0,GRID,Health Centre Ojok
779,29914001-1d23-48d6-b488-81ea2584b96c,7701,1517529600000,adanna.alex,Ikpai,CRSKAM07,Akamkpa,"9002",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Ekang Idp Camp, ,0,0,GRID,Ekang Idp Camp
780,e365b670-fcce-4c8f-a103-4a06e454cd61,7702,1517529600000,adanna.alex,Adiabo Efut,CRSDUK07,Odukpani,"9015",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Idp Camp Mechanic Village, ,0,0,GRID,Idp Camp Mechanic Village
781,bd82fb0a-b8b3-4ca5-a0ce-1222848d2197,7709,1517529600000,adanna.alex,Gelengu,GMSBLG05,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kembu Matinja, ,0,0,IOM DTM RD16 May 2017,Kembu Matinja
782,9e1e9ced-6cb1-4aa5-8c12-afa7d74832ef,7710,1517529600000,adanna.alex,Lano / Kuri / Lambam,GMSYDB08,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lano, ,0,0,IOM DTM RD16 May 2017,Lano
783,19c8f5cb-687c-44fc-bd7d-4085103a89fb,7711,1517529600000,adanna.alex,Bukuru,PLSBUU01,Jos South,"32006",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Bwandang Gyel, ,0,0,GRID,Zang Secondary Commercial School IDP Camp
784,"0b15b24f-91d4-431c-adc1-12741ec9542e",7712,1517529600000,adanna.alex,Dawaki,BA0212,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fadaman Mada Bayan Fariya, ,0,0,IOM DTM RD16 May 2017,Inkil
785,a6f3d5d8-0d3a-4c67-a5b7-11a46d40334a,7713,1517529600000,adanna.alex,Dawaki,BA0212,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fadaman Mada Bayan Fariya, ,0,0,IOM DTM RD16 May 2017,Kofar Gombe
786,1cbf50d1-c369-4231-8d48-b6d44ea3287f,7714,1517529600000,adanna.alex,Dan Iya,BA0211,Bauchi,"5002",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Duhu, ,0,0,IOM DTM RD16 May 2017,Railway
787,3737e3c6-5b0b-4d89-a34e-c38a548fe814,7715,1517529600000,adanna.alex,Lanzai East,BA0507,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Ung Madaki
788,77e16ed9-e031-4f74-8682-32cc2fad54b3,7716,1517529600000,adanna.alex,Bambam,GMSBLG01,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Anguwan Yawlambu
789,72731507-9a26-4816-944d-26fe5aed6b30,7717,1517529600000,adanna.alex,Ikom 1,CRSKMM03,Ikom,"9011",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Adeh Etayip Ikom Urban, ,0,0,GRID,Ikom Council Idp
790,d081c9e7-bfa9-4367-a06e-3543d74a6998,7726,1517529600000,adanna.alex,Ajili,BA1405,Misau,"5014",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ajili, ,0,0,IOM DTM RD16 May 2017,Angwan Abuja
791,1b2ca8b2-49bb-4825-8ae6-5d7e74fe87b2,7718,1517529600000,adanna.alex,Ikom 1,CRSKMM03,Ikom,"9011",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Adeh Etayip Ikom Urban, ,0,0,GRID,Ikom Idp Site
792,48e71cfe-aed7-4349-8000-46197ab9fa21,7727,1517529600000,adanna.alex,Becheve,CRSBNS03,Obanliku,"9012",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Ranch Internally Desplace People, ,0,0,GRID,Ranch Internally Desplace People
793,8297ef5f-a67f-426e-9b1b-3c187ad35946,7728,1517529600000,adanna.alex,Becheve,CRSBNS03,Obanliku,"9012",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Becheve Idp, ,0,0,GRID,Becheve Idp
794,9a6397d7-553c-4ffb-bf69-1d5e08725a39,7719,1517529600000,adanna.alex,Bogoro,BA0303,Bogoro,"5003",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bamshi Migana, ,0,0,IOM DTM RD16 May 2017,Bugun
795,3135ca86-1efe-4259-b962-5fd1cf0102fc,7720,1517529600000,adanna.alex,Bogoro,BA0303,Bogoro,"5003",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bamshi Migana, ,0,0,IOM DTM RD16 May 2017,Bogoro
796,22ed238f-94e7-422c-af0d-bc874f4a9ef8,7721,1517529600000,adanna.alex,Lusa,BA0312,Bogoro,"5003",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bakin Kasuwa, ,0,0,IOM DTM RD16 May 2017,Banram
797,f52b9017-011e-4a41-87ce-dc2e5aa13bd9,7722,1517529600000,adanna.alex,Lusa,BA0312,Bogoro,"5003",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bakin Kasuwa, ,0,0,IOM DTM RD16 May 2017,Gizaki
798,ff59ffeb-80e7-4ce5-8e21-38b7b4a1542e,7723,1517529600000,adanna.alex,Gurbana,BA0402,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Busa, ,0,0,IOM DTM RD16 May 2017,Gargawa
799,ded3ae08-c1c1-4d1e-8b85-aaf2f6d7be24,7724,1517529600000,adanna.alex,Gurbana,BA0402,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Busa, ,0,0,IOM DTM RD16 May 2017,Zaure
800,e6e236f0-15d3-4078-9672-6ea5a3f4d41c,7725,1517529600000,adanna.alex,Ajili,BA1405,Misau,"5014",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ajili, ,0,0,IOM DTM RD16 May 2017,Gugulin
801,851a94f0-ca4e-4108-a887-438503182d23,7732,1517529600000,adanna.alex,Saghev,BNSYGJ09,Guma,"7006",Benue,BE, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Ginde, ,0,0,GRID,Ginde IDP Camp
802,a9d84ac8-70ae-4851-ad99-1d255e8e0d77,7733,1517529600000,adanna.alex,Mbavuur,BNSGBG04,Logo,"7012",Benue,BE, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Abeda, ,0,0,GRID,NKST Abeda IDP Camp
803,661165cf-8ba5-41a3-a536-8a0ab9d9d3d8,7734,1517529600000,adanna.alex,Mbawa,BNSYGJ05,Guma,"7006",Benue,BE, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Ugondo Mbabun Mbaberanyi, ,0,0,GRID,UN Agency for Refugees Ugondo Mbabun Mbaberanyi
804,"0f226a56-bded-47ce-80bd-7777ca65cb58",7735,1517529600000,adanna.alex,Mbawa,BNSYGJ05,Guma,"7006",Benue,BE, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Daudu, ,0,0,GRID,Daudu Internally Displaced People Camp
805,b941b88c-64a0-499e-818a-5d8794edcce7,7736,1517529600000,adanna.alex,Mbayam,BNSGBG05,Logo,"7012",Benue,BE, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Tsenge Ugba, ,0,0,GRID,Internal Displaced Camp Tsenge Ugba
806,b58f7501-a5d2-4684-aac6-47b219f3d05d,7737,1517529600000,adanna.alex,Ikate / Lekki,LASEOA10,Eti Osa,"25008",Lagos,LA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,IDP Site End Of Utom Street, ,0,0,GRID,IDP Site End Of Utom Street
807,5ee362d8-55d0-4432-9c3d-b7c2a0c03b29,7739,1517529600000,adanna.alex,Gawu,FCTABJ04,Abaji,"15001",Fct,FC, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,BHC Boku Madaki, ,0,0,GRID,BHC Boku Madaki
808,27dd8ee6-687d-4db5-b21a-fcd590f646a4,7740,1517529600000,adanna.alex,Akwento Boko,TRSKRM02,Kurmi,"35009",Taraba,TA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,CLTC, ,0,0,GRID,CLTC
809,684080ef-a53b-4ba1-9fe6-bacf15796bf4,7741,1517529600000,adanna.alex,Amoto,CRSBKS05,Bakassi,"9004",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Bakassi Resettlement Camp, ,0,0,GRID,Bakassi Resettlement Camp
810,5a5202d6-baf0-418a-9089-51f9b3dd6339,7742,1517529600000,adanna.alex,Bulkchuwa,BA1220,Katagum,"5012",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Dagaro, ,0,0,IOM DTM RD16 May 2017,Bulkachuwa
811,59bc8642-fa0f-4a1b-b10c-28338c4497d0,6892,1517529600000,dennis.irorere,Yerimaram,"71409",Potiskum,"714",Yobe,YO,Local Clinic,Yes,Yes,8,1,2,10,6,13,12,10,4,3,1,YB_S007,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Garin Daye, ,0,62,IOM DTM RD24 August 2018,Fillin Allah
812,34f91bfc-9bd9-449e-95f4-f58d20e13388,6893,1517529600000,dennis.irorere,Mamudo,"71403",Potiskum,"714",Yobe,YO,Local Clinic,Yes,Yes,9,2,0,12,9,8,2,7,3,7,3,YB_S008,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Mamudo, ,0,53,IOM DTM RD24 August 2018,Adaya
813,8a286e6a-082d-43d7-9a30-c2a4b02f0294,6898,1517529600000,dennis.irorere,Banki,"10305",Bama,"103",Borno,BR,INGO,Yes,Yes,10373,1190,1200,8621,4299,6680,7129,2460,2616,2145,2052,BO_S110,Yes,Yes,Yes,Yes,0,SEMA,Government,,, ,Not identified,Banki, ,0,38392,IOM DTM RD24 August 2018,Banki
814,"0e9f8a8a-20ce-4aa7-8b54-4d058c381ce1",7768,1517529600000,dennis.irorere,Karu,NASKRV07,Karu,"26004",Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,NW_S008, , , , ,0, , ,,,Informal,Camp,Ado Nkasa, ,0,0,IOM DTM RD24 August 2018,Ado Nkasa
815,"0531fe74-fcaa-4653-bf7e-d7b164ac0657",7769,1517529600000,adanna.alex,Ndufu Echara,EBSCHR21,Ikwo,"11007",Ebonyi,EB, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Egu Inyima, ,0,0,GRID,Nkumoro Elegu Enyim
816,8fb4a04c-f26b-4225-81a6-abdbad8c0e2d,7770,1517529600000,adanna.alex,Iyonu,EBSZLL11,Ishielu,"11008",Ebonyi,EB, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Efia Ukpa Ezillo, ,0,0,GRID,Effiukpa Village
817,b244f934-656f-4caa-9953-a9552d252585,7763,1517529600000,adanna.alex,Uhuobia,EBSNCA22,Onicha,"11013",Ebonyi,EB, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Umuchima Idp Site, ,0,0,GRID,Umuchima Idp Site
818,fdd4ef0c-b303-4c40-afdb-03fd77030de2,6899,1517529600000,dennis.irorere,Mayo Inne,ADSFUR06,Fufore,"2002",Adamawa,AD,Local Clinic,Yes,No,44,1,0,39,18,28,25,20,15,3,2,AD_S038,Yes,Yes,Yes,No,0, , ,,,Informal,Collective Settlement/Centre,Lowcost Quarters, ,0,151,IOM DTM RD24 August 2018,Lowcost Quarters
819,2fb40ccf-bbed-493c-a59b-ec0878d1131f,6925,1517529600000,dennis.irorere,Dalori,"11603",Konduga,"116",Borno,BR,Government,Yes,Yes,581,73,51,1033,845,620,507,414,338,136,111,BO_S077,Yes,Yes,No,Yes,0, ,INGO,,, ,Collective Settlement/Centre,Kalari Abdul, ,0,4128,IOM DTM RD24 August 2018,Kalari Abule
820,9eea49b8-b9e1-4c1b-a40b-229f207d60d3,6926,1517529600000,dennis.irorere,Lamisula,"12410",Maiduguri,"124",Borno,BR,Government,Yes,Yes,61,5,2,90,75,61,52,49,39,10,8,BO_S086,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Lamisula, ,0,391,IOM DTM RD24 August 2018,Grema Mohammed Company
821,942e39b6-1b3c-4b90-81e6-551fc66c44fe,7708,1517529600000,adanna.alex,Gelengu,GMSBLG05,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Garin Kuka IDP camp, ,0,0,GRID,Garin Kuka IDP camp
822,5fb1e2ca-229c-43c5-99a1-1df84912a4a0,6927,1517529600000,dennis.irorere,Maisandari,"12413",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,18,3,3,31,23,22,16,8,6,5,3,BO_S123,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Kaigama, ,0,120,IOM DTM RD24 August 2018,Kusheri Bulamani
823,d9965de5-0a78-4776-8974-c991f106a885,7130,1517529600000,dennis.irorere,Galtimari,"11306",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S061, , ,Yes, ,0, , ,,, ,Collective Settlement/Centre,Mufa A, ,0,0,IOM DTM RD24 August 2018,Mufa A
824,9c225577-2e89-48ae-92aa-8234cd6f0185,6947,1517529600000,dennis.irorere,Bole Yolde Pate,ADSYLA03,Yola South,"2021",Adamawa,AD,INGO,Yes,Yes,228,21,51,154,135,150,148,101,83,35,37,AD_S003,Yes,Yes,Yes,Yes,0, ,Government,,,Formal,Camp,Malkohi Village, ,0,915,IOM DTM RD24 August 2018,Malkohi Camp
825,3a6dde85-8080-4a7e-af94-3918b9417819,6949,1517529600000,dennis.irorere,Pariya,ADSFUR07,Fufore,"2002",Adamawa,AD,NGO,Yes,Yes,343,23,31,231,396,438,636,48,33,20,17,AD_S006,Yes,Yes,Yes,No,0, , ,,,Informal,Camp,Daware, ,0,1873,IOM DTM RD24 August 2018,Daware Camp
826,75db320a-604f-4100-83d0-ae6d4e368bdb,6995,1517529600000,dennis.irorere,Bolori 2,"12402",Maiduguri,"124",Borno,BR,Government,Yes,Yes,12,3,3,15,10,12,9,8,6,4,3,BO_S188,Yes,Yes,Yes,Yes,0, , ,,,Informal,Collective Settlement/Centre,Bolori Gana, ,0,73,IOM DTM RD24 August 2018,Karantina Camp
827,cadd4d80-244c-4415-934f-f90ad951d83b,7169,1517529600000,adanna.alex,Damboa,"10703",Damboa,"107",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Damboa Town, ,5497,0,eHA_Polio,Damboa
828,5f384802-9b8c-49ce-806f-4ad4838dc715,7693,1517529600000,adanna.alex,Hinna,GMSYDB03,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tashan Hinna, ,0,0,IOM DTM RD16 May 2017,Tashan Hinna
829,1088b934-c36b-4018-a8b6-edcfe765b22b,7694,1517529600000,adanna.alex,Kanawa / Wajari,GMSYDB06,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kanawa, ,0,0,IOM DTM RD16 May 2017,Kanawa
830,2bbeabc6-13a4-471b-942e-d32293e588fa,7695,1517529600000,adanna.alex,Zambuk / Kwali,GMSYDB11,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zambuk, ,0,0,IOM DTM RD16 May 2017,Zambuk
831,cd4c1310-7224-46ca-924c-4238f97f8667,6894,1517529600000,dennis.irorere,Dogo Tebo,"71410",Potiskum,"714",Yobe,YO,Government,Yes,Yes,6,1,0,11,6,9,2,2,2,0,1,YB_S013,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Dogo Tebo, ,0,34,IOM DTM RD24 August 2018,Race Course
832,1beb4b52-00d8-42ce-8a7d-4cda4d905c36,6895,1517529600000,dennis.irorere,Damaturu Central,"70303",Damaturu,"703",Yobe,YO,Local Clinic,Yes,No,99,8,7,194,132,62,49,45,38,37,22,YB_S018,Yes,Yes, ,No,0, , ,,, ,Not identified,YBC Quarters, ,0,594,IOM DTM RD24 August 2018,YBC
833,94ad6670-50ae-4979-bcfc-c123d558e6d1,7747,1517529600000,adanna.alex,Maroko / Okun Alfa,LASEOA15,Eti Osa,"25008",Lagos,LA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,IDP Site 2, ,0,0,GRID,IDP Site 2
834,d414eae3-56ed-40c1-abbd-640e06e2e53a,7748,1517529600000,adanna.alex,Apese / 6 Extension,LASEOA05,Eti Osa,"25008",Lagos,LA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,IDP Shop Rite, ,0,0,GRID,IDP Shop Rite
835,5883668e-ca21-48db-87e3-6894af52adde,7749,1517529600000,adanna.alex,Agbelekale,LASAMO06,Alimosho,"25003",Lagos,LA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,IDP Sunrise Estate, ,0,0,GRID,IDP Sunrise Estate
836,8f92112a-0bf6-4f60-858b-1dfd34b69789,7750,1517529600000,adanna.alex,Apese / 6 Extension,LASEOA05,Eti Osa,"25008",Lagos,LA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,IDP Dideolu Estate, ,0,0,GRID,IDP Dideolu Estate
